,,,Current Location,,,,,Displacement Dynamics,,,,,,,Priority Need,Shelter Details (# of HHs),,,,,,,,,,,,,
IDPs,,,Sana'a,Sa'fan,,Qraah,2,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D02160
IDPs,,,Sana'a,Bani Hushaysh,,Sawan,1,Al Hudaydah,Zabid,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Access to income,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D02163
IDPs,,,Sana'a,Sanhan,,,1,Sana'a,Sanhan,SDSG,2019-04-10,Conflict,General Conflict,,Access to income,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D02165
IDPs,,,Dhamar,Dhamar City,,Dhmar City,1,Al Dhale'e,Damt,ODOG,2019-04-10,Conflict,Al Dhale'e Conflict,,Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02210
IDPs,,,Raymah,As Salafiyah,,Al-Meshkhadh,2,Sana'a,Sanhan,ODOG,2019-04-10,Conflict,General Conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D02221
IDPs,,,Al Mahwit,Al Mahwait,,Al-Dhola,1,Taizz,Salh,ODOG,2019-04-10,Conflict,General Conflict,,Access to income,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02242
IDPs,,,Al Mahwit,Milhan,,Al-Qeranah,1,Amanat Al Asimah,Shu'aub,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,0,0,1,0,,20190101 - 20190622,D02248
IDPs,,,Sana'a,Sanhan,,Al-Qaran,1,Taizz,Salh,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02259
IDPs,,,Sana'a,Sanhan,,Reimat Hamid,1,Amanat Al Asimah,Az'zal,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,0,0,0,1,,20190101 - 20190622,D02265
IDPs,,,Sana'a,Sanhan,,Qa'a Al-Qeidhi,1,Dhamar,Utmah,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D02268
IDPs,,,Sana'a,Sanhan,,Dar Salm,3,Al Jawf,Khabb wa ash Sha'af,ODOG,2019-04-10,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,2,1,0,0,,20190101 - 20190622,D02297
IDPs,,,Al Mahwit,Al Mahwait City,,Bait Al-Cordi,1,Hajjah,Al Mahabishah,ODOG,2019-04-10,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D02341
IDPs,,,Amanat Al Asimah,Ma'ain,,,5,Al Hudaydah,Ad Durayhimi,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D02355
IDPs,,,Amanat Al Asimah,Ma'ain,,,6,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Shelter/Housing,0,0,0,0,0,0,0,6,0,0,0,,20190101 - 20190622,D02398
IDPs,,,Amanat Al Asimah,Ma'ain,,,6,Al Hudaydah,Zabid,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,6,0,0,0,,20190101 - 20190622,D02417
IDPs,,,Dhamar,Jahran,,Hajrat Mabar,1,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02438
IDPs,,,Amanat Al Asimah,Old City,,,3,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02457
IDPs,,,Amanat Al Asimah,Old City,,,3,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02459
IDPs,,,Amanat Al Asimah,Old City,,,3,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02460
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02461
IDPs,,,Amanat Al Asimah,Old City,,,2,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02462
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02463
IDPs,,,Amanat Al Asimah,Old City,,,3,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02464
IDPs,,,Amanat Al Asimah,Old City,,,2,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02465
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02466
IDPs,,,Amanat Al Asimah,Old City,,,2,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02467
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02468
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02469
IDPs,,,Amanat Al Asimah,Old City,,,2,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02470
IDPs,,,Amanat Al Asimah,Old City,,,3,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02471
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02472
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02473
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02474
IDPs,,,Amanat Al Asimah,Old City,,,2,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02475
IDPs,,,Amanat Al Asimah,Old City,,,2,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02476
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02477
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02478
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02479
IDPs,,,Amanat Al Asimah,Old City,,,2,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02480
IDPs,,,Amanat Al Asimah,Old City,,,2,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02481
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02482
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02483
IDPs,,,Amanat Al Asimah,Old City,,,1,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02484
IDPs,,,Amanat Al Asimah,Shu'aub,,,5,Hajjah,Kushar,ODOG,2019-04-10,Conflict,Hajjah Conflict,,Shelter/Housing,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D02511
IDPs,,,Amanat Al Asimah,Shu'aub,,,14,Hajjah,Kushar,ODOG,2019-04-10,Conflict,Hajjah Conflict,,Shelter/Housing,0,0,0,0,0,0,0,9,5,0,0,,20190101 - 20190622,D02513
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Lahj,Al Maqatirah,ODOG,2019-04-10,Conflict,General Conflict,,Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02528
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Financial support,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02530
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Taizz,Mawiyah,ODOG,2019-04-10,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D02531
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Hudaydah,Jabal Ra's,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Financial support,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02532
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Abyan,Lawdar,ODOG,2019-04-10,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02533
IDPs,,,Amanat Al Asimah,As Sabain,,,3,Taizz,At Ta'iziyah,ODOG,2019-04-10,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02534
IDPs,,,Amanat Al Asimah,As Sabain,,,6,Al Hudaydah,At Tuhayat,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Financial support,0,0,0,0,0,0,0,0,0,6,0,,20190101 - 20190622,D02535
IDPs,,,Amanat Al Asimah,As Sabain,,,2,Hajjah,Hajjah,ODOG,2019-04-10,Conflict,Hajjah Conflict,,Financial support,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02536
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Taizz,Al Mawasit,ODOG,2019-04-10,Conflict,General Conflict,,Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02551
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Taizz,Al Misrakh,ODOG,2019-04-10,Conflict,General Conflict,,Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02552
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Taizz,Al Mudhaffar,ODOG,2019-04-10,Conflict,General Conflict,,Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02553
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Taizz,As Silw,ODOG,2019-04-10,Conflict,General Conflict,,Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02554
IDPs,,,Amanat Al Asimah,As Sabain,,,4,Al Dhale'e,Ad Dhale'e,ODOG,2019-04-10,Conflict,Al Dhale'e Conflict,,Financial support,0,0,0,0,0,0,0,0,0,4,0,,20190101 - 20190622,D02566
IDPs,,,Amanat Al Asimah,As Sabain,,,15,Taizz,Al Qahirah,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,5,0,10,0,,20190101 - 20190622,D02567
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Hudaydah,Zabid,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02568
IDPs,,,Amanat Al Asimah,As Sabain,,,3,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02571
IDPs,,,Amanat Al Asimah,As Sabain,,,2,Taizz,Al Mukha,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02572
IDPs,,,Amanat Al Asimah,As Sabain,,,5,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D02573
IDPs,,,Amanat Al Asimah,As Sabain,,,5,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,5,0,0,,20190101 - 20190622,D02574
IDPs,,,Amanat Al Asimah,As Sabain,,,2,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02575
IDPs,,,Amanat Al Asimah,As Sabain,,,15,Al Dhale'e,Ad Dhale'e,ODOG,2019-04-10,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,0,5,10,0,,20190101 - 20190622,D02576
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Hudaydah,Alluheyah,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D02577
IDPs,,,Amanat Al Asimah,As Sabain,,,10,Ibb,Ibb,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,0,6,4,0,,20190101 - 20190622,D02578
IDPs,,,Amanat Al Asimah,As Sabain,,,3,Hajjah,Hajjah,ODOG,2019-04-10,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02579
IDPs,,,Amanat Al Asimah,As Sabain,,,27,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,27,0,0,0,,20190101 - 20190622,D02580
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Marib,Rahabah,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02581
IDPs,,,Amanat Al Asimah,As Sabain,,,8,Taizz,Salh,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,8,0,0,0,,20190101 - 20190622,D02582
IDPs,,,Amanat Al Asimah,As Sabain,,,3,Taizz,Al Mudhaffar,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02583
IDPs,,,Amanat Al Asimah,As Sabain,,,3,Taizz,Al Qahirah,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02584
IDPs,,,Amanat Al Asimah,As Sabain,,,5,Taizz,Al Misrakh,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D02585
IDPs,,,Amanat Al Asimah,As Sabain,,,4,Al Bayda,Ar Ryashyyah,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,4,0,0,0,,20190101 - 20190622,D02586
IDPs,,,Amanat Al Asimah,As Sabain,,,10,Marib,Sirwah,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,10,0,0,0,,20190101 - 20190622,D02587
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Hajjah,Kushar,ODOG,2019-04-10,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02588
IDPs,,,Amanat Al Asimah,As Sabain,,,29,Al Dhale'e,Damt,ODOG,2019-04-10,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,0,29,0,0,,20190101 - 20190622,D02589
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Raymah,As Salafiyah,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02590
IDPs,,,Amanat Al Asimah,As Sabain,,,3,Ibb,An Nadirah,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02591
IDPs,,,Amanat Al Asimah,As Sabain,,,43,Ibb,As Sabrah,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,43,0,0,0,,20190101 - 20190622,D02592
IDPs,,,Amanat Al Asimah,As Sabain,,,19,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,19,0,0,0,,20190101 - 20190622,D02593
IDPs,,,Amanat Al Asimah,As Sabain,,,8,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,8,0,0,0,,20190101 - 20190622,D02594
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Hudaydah,Al Marawi'ah,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02595
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Hudaydah,Bajil,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02596
IDPs,,,Amanat Al Asimah,As Sabain,,,3,Al Hudaydah,Zabid,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02597
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Jawf,Al Hazm,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02598
IDPs,,,Amanat Al Asimah,As Sabain,,,3,Taizz,Al Mukha,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02599
IDPs,,,Amanat Al Asimah,As Sabain,,,2,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Financial support,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02600
IDPs,,,Amanat Al Asimah,As Sabain,,,3,Taizz,Al Mukha,ODOG,2019-04-10,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02601
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Hudaydah,Bayt Al Faqiah,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Financial support,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02602
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Hudaydah,Bajil,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Financial support,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D02603
IDPs,,,Amanat Al Asimah,As Sabain,,,6,Al Hudaydah,Ad Durayhimi,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Financial support,0,0,0,0,0,0,0,6,0,0,0,,20190101 - 20190622,D02604
IDPs,,,Amanat Al Asimah,As Sabain,,,5,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D02605
IDPs,,,Amanat Al Asimah,As Sabain,,,28,Taizz,Al Qahirah,ODOG,2019-04-10,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,0,20,8,0,,20190101 - 20190622,D02606
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Hudaydah,At Tuhayat,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02607
IDPs,,,Amanat Al Asimah,As Sabain,,,4,Al Dhale'e,Ad Dhale'e,ODOG,2019-04-10,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,4,0,0,0,,20190101 - 20190622,D02608
IDPs,,,Amanat Al Asimah,As Sabain,,,2,Taizz,Sabir Al Mawadim,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02609
IDPs,,,Amanat Al Asimah,As Sabain,,,2,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D02610
IDPs,,,Amanat Al Asimah,As Sabain,,,2,Al Hudaydah,Bajil,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02611
IDPs,,,Amanat Al Asimah,As Sabain,,,2,Al Hudaydah,Jabal Ra's,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02612
IDPs,,,Amanat Al Asimah,As Sabain,,,2,Shabwah,Mayfa'a,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02613
IDPs,,,Amanat Al Asimah,As Sabain,,,1,Al Hudaydah,Al Qanawis,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02614
IDPs,,,Amanat Al Asimah,As Sabain,,,4,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,4,0,0,0,,20190101 - 20190622,D02615
IDPs,,,Amanat Al Asimah,As Sabain,,,3,Taizz,Salh,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02616
IDPs,,,Sana'a,Bani Matar,,Rahm Al-Olya,5,Taizz,Sabir Al Mawadim,ODOG,2019-04-10,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D02624
IDPs,,,Sana'a,Bani Matar,,Radam,6,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,5,1,0,0,,20190101 - 20190622,D02628
IDPs,,,Sana'a,Bani Matar,,Al-Masajed,7,Al Hudaydah,Bajil,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,7,0,0,0,,20190101 - 20190622,D02629
IDPs,,,Sana'a,Bani Matar,,Al-Masajed,2,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02630
IDPs,,,Sana'a,Bani Matar,,Radam,1,Al Hudaydah,Jabal Ra's,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02633
IDPs,,,Sana'a,Bani Matar,,Radam,3,Al Hudaydah,Bajil,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02634
IDPs,,,Sana'a,Bani Matar,,Bait Noamah,1,Al Hudaydah,Al Mina,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02635
IDPs,,,Sana'a,Bani Matar,,Radam,1,Al Hudaydah,Az Zuhrah,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02636
IDPs,,,Sana'a,Bani Matar,,Radam,2,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02637
IDPs,,,Sana'a,Bani Matar,,Radam,4,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,4,0,0,0,,20190101 - 20190622,D02638
IDPs,,,Sana'a,Bani Matar,,Al-Subahah,1,Al Hudaydah,Jabal Ra's,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D02639
IDPs,,,Sana'a,Bani Matar,,Radam,2,Al Hudaydah,Bura,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D02640
IDPs,,,Sana'a,Bani Matar,,Al-Subahah,17,Al Hudaydah,Al Marawi'ah,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,17,0,0,0,,20190101 - 20190622,D02641
IDPs,,,Sana'a,Bani Matar,,Al-Subahah,8,Al Hudaydah,Al Hali,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,6,1,1,0,,20190101 - 20190622,D02642
IDPs,,,Sana'a,Bani Matar,,Al-Subahah,3,Al Hudaydah,Az Zuhrah,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02643
IDPs,,,Sana'a,Bani Matar,,Al-Subahah,6,Al Hudaydah,Al Hawak,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,5,1,0,0,,20190101 - 20190622,D02644
IDPs,,,Sana'a,Bani Matar,,Al-Subahah,26,Al Hudaydah,Bajil,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,22,3,1,0,,20190101 - 20190622,D02645
IDPs,,,Sana'a,Bani Matar,,Al-Subahah,3,Al Hudaydah,Bura,ODOG,2019-04-10,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D02646
